Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category,date,year
10781,2021-01-05 21:01:00,91,34,3,76.14,Not Returned,In-Store,228.42,36-45,East,Footwear,2021-01-05,2021
10782,2021-01-02 13:24:00,2,16,6,30.38,Not Returned,Online,182.28,56+,East,Footwear,2021-01-02,2021
1078,2021-01-11 03:41:00,58,32,3,46.93,Not Returned,Online,140.79,26-35,West,Clothing,2021-01-11,2021
10783,2021-01-04 11:52:00,99,35,3,28.55,Not Returned,In-Store,85.65,26-35,South,Footwear,2021-01-04,2021
10784,2021-01-04 14:29:00,72,11,2,84.28,Not Returned,Online,168.56,56+,South,Clothing,2021-01-04,2021
10785,2021-01-02 03:51:00,97,5,4,98.53,Not Returned,Online,394.12,56+,East,Clothing,2021-01-02,2021
10786,2021-01-02 07:13:00,10,41,5,98.19,Not Returned,Online,490.95,56+,East,Accessories,2021-01-02,2021
10787,2021-01-11 02:24:00,75,25,4,83.12,Not Returned,Online,332.48,56+,West,Clothing,2021-01-11,2021
10788,2021-01-08 11:46:00,14,33,1,53.65,Not Returned,In-Store,53.65,26-35,East,Accessories,2021-01-08,2021
10789,2021-01-01 04:11:00,32,9,1,76.61,Not Returned,Online,76.61,46-55,East,Footwear,2021-01-01,2021
10790,2021-01-10 02:35:00,34,38,6,96.73,Not Returned,Online,580.38,18-25,North,Footwear,2021-01-10,2021
10791,2021-01-01 11:30:00,38,20,4,21.08,Not Returned,Online,84.32,56+,South,Clothing,2021-01-01,2021
10792,2021-01-08 22:49:00,80,24,3,33.24,Returned,In-Store,99.72,46-55,East,Accessories,2021-01-08,2021
1079,2021-01-10 02:36:00,30,30,7,97.7,Not Returned,In-Store,683.9,46-55,East,Clothing,2021-01-10,2021
10793,2021-01-11 08:45:00,76,40,2,56.58,Not Returned,Online,113.16,26-35,West,Accessories,2021-01-11,2021
10794,2021-01-02 03:47:00,81,22,1,75.87,Not Returned,Online,75.87,56+,West,Clothing,2021-01-02,2021
10797,2021-01-11 04:18:00,24,18,2,24.52,Not Returned,Online,49.04,18-25,South,Footwear,2021-01-11,2021
10798,2021-01-08 20:06:00,27,2,3,58.06,Not Returned,In-Store,174.18,36-45,North,Clothing,2021-01-08,2021
10799,2021-01-05 21:07:00,72,38,3,72.22,Not Returned,In-Store,216.66,56+,South,Footwear,2021-01-05,2021
10800,2021-01-01 05:38:00,37,38,5,62.64,Not Returned,Online,313.2,36-45,South,Footwear,2021-01-01,2021
10801,2021-01-06 09:37:00,45,1,6,92.6,Not Returned,In-Store,555.6,26-35,North,Accessories,2021-01-06,2021
10802,2021-01-03 12:02:00,43,41,4,41.94,Not Returned,Online,167.76,46-55,West,Accessories,2021-01-03,2021
10803,2021-01-02 18:37:00,52,2,7,31.95,Not Returned,In-Store,223.65,46-55,East,Clothing,2021-01-02,2021
1080,2021-01-05 11:20:00,10,36,4,68.2,Not Returned,In-Store,272.8,56+,East,Clothing,2021-01-05,2021
10804,2021-01-07 08:23:00,14,41,5,31.13,Not Returned,Online,155.65,26-35,East,Accessories,2021-01-07,2021
10805,2021-01-11 08:33:00,73,18,4,91.83,Not Returned,Online,367.32,56+,West,Footwear,2021-01-11,2021
10806,2021-01-07 15:09:00,87,23,5,69.09,Not Returned,Online,345.45,18-25,South,Clothing,2021-01-07,2021
10807,2021-01-07 03:59:00,66,44,7,66.04,Not Returned,In-Store,462.28,46-55,South,Accessories,2021-01-07,2021
10808,2021-01-10 04:50:00,94,41,1,23.4,Not Returned,In-Store,23.4,36-45,West,Accessories,2021-01-10,2021
10809,2021-01-04 02:01:00,51,32,3,92.21,Not Returned,In-Store,276.63,46-55,East,Clothing,2021-01-04,2021
10810,2021-01-06 05:14:00,3,3,7,96.58,Returned,In-Store,676.06,36-45,North,Footwear,2021-01-06,2021
10811,2021-01-05 03:02:00,78,24,3,88.82,Not Returned,In-Store,266.46,46-55,South,Accessories,2021-01-05,2021
10812,2021-01-03 10:54:00,77,47,4,27.83,Not Returned,Online,111.32,18-25,West,Footwear,2021-01-03,2021
10813,2021-01-07 02:28:00,90,27,7,42.3,Not Returned,In-Store,296.1,36-45,North,Footwear,2021-01-07,2021
10815,2021-01-06 21:23:00,15,49,5,95.78,Not Returned,Online,478.9,46-55,West,Footwear,2021-01-06,2021
10816,2021-01-11 09:25:00,81,22,1,21.9,Not Returned,Online,21.9,56+,West,Clothing,2021-01-11,2021
1081,2021-01-01 17:09:00,62,7,5,44.9,Not Returned,In-Store,224.5,46-55,East,Footwear,2021-01-01,2021
10819,2021-01-09 17:35:00,36,32,5,51.35,Not Returned,In-Store,256.75,56+,East,Clothing,2021-01-09,2021
10820,2021-01-09 07:25:00,74,28,6,72.95,Not Returned,In-Store,437.7,26-35,West,Footwear,2021-01-09,2021
10821,2021-01-10 07:40:00,72,15,1,37.5,Not Returned,In-Store,37.5,56+,South,Footwear,2021-01-10,2021
10822,2021-01-05 01:10:00,7,35,4,64.86,Not Returned,Online,259.44,18-25,North,Footwear,2021-01-05,2021
10824,2021-01-08 09:25:00,37,31,3,97.74,Returned,In-Store,293.22,36-45,South,Clothing,2021-01-08,2021
10825,2021-01-11 02:53:00,13,6,1,88.23,Not Returned,In-Store,88.23,56+,North,Accessories,2021-01-11,2021
10826,2021-01-01 08:12:00,98,45,1,55.29,Not Returned,In-Store,55.29,26-35,East,Footwear,2021-01-01,2021
10827,2021-01-07 02:12:00,32,1,5,86.55,Not Returned,Online,432.75,46-55,East,Accessories,2021-01-07,2021
10828,2021-01-07 11:14:00,57,49,7,25.96,Not Returned,Online,181.72,46-55,North,Footwear,2021-01-07,2021
10830,2021-01-07 23:53:00,95,45,5,68.06,Not Returned,In-Store,340.3,18-25,North,Footwear,2021-01-07,2021
10831,2021-01-04 21:40:00,100,35,4,67.1,Not Returned,Online,268.4,18-25,West,Footwear,2021-01-04,2021
1083,2021-01-09 13:51:00,54,32,5,81.78,Not Returned,Online,408.9,56+,East,Clothing,2021-01-09,2021
10834,2021-01-09 08:15:00,12,14,5,32.07,Not Returned,In-Store,160.35,36-45,West,Clothing,2021-01-09,2021
10835,2021-01-03 11:25:00,60,39,4,47.54,Not Returned,In-Store,190.16,26-35,West,Accessories,2021-01-03,2021
10836,2021-01-02 11:40:00,82,32,3,48.59,Not Returned,Online,145.77,18-25,South,Clothing,2021-01-02,2021
10837,2021-01-04 09:47:00,69,13,1,76.55,Not Returned,In-Store,76.55,46-55,South,Footwear,2021-01-04,2021
10838,2021-01-11 05:09:00,61,24,2,41.78,Not Returned,Online,83.56,26-35,East,Accessories,2021-01-11,2021
10839,2021-01-04 21:36:00,79,45,6,68.64,Not Returned,In-Store,411.84,46-55,South,Footwear,2021-01-04,2021
10840,2021-01-03 17:04:00,49,17,3,91.06,Not Returned,Online,273.18,26-35,West,Accessories,2021-01-03,2021
10842,2021-01-08 10:44:00,45,9,4,92.67,Not Returned,In-Store,370.68,26-35,North,Footwear,2021-01-08,2021
10843,2021-01-03 01:13:00,32,17,1,93.3,Not Returned,Online,93.3,46-55,East,Accessories,2021-01-03,2021
10844,2021-01-04 10:32:00,43,7,4,54.71,Not Returned,Online,218.84,46-55,West,Footwear,2021-01-04,2021
10845,2021-01-06 00:00:00,100,17,7,64.24,Not Returned,In-Store,449.68,18-25,West,Accessories,2021-01-06,2021
10846,2021-01-08 01:53:00,100,30,7,23.03,Not Returned,In-Store,161.21,18-25,West,Clothing,2021-01-08,2021
1084,2021-01-02 16:19:00,76,8,3,31.54,Not Returned,In-Store,94.62,26-35,West,Accessories,2021-01-02,2021
10848,2021-01-05 10:38:00,98,16,4,94.73,Not Returned,Online,378.92,26-35,East,Footwear,2021-01-05,2021
10849,2021-01-05 13:52:00,95,28,6,99.52,Not Returned,Online,597.12,18-25,North,Footwear,2021-01-05,2021
10851,2021-01-10 22:57:00,83,49,1,31.29,Not Returned,Online,31.29,56+,East,Footwear,2021-01-10,2021
10853,2021-01-05 06:52:00,85,28,1,98.04,Not Returned,In-Store,98.04,18-25,North,Footwear,2021-01-05,2021
10854,2021-01-01 08:39:00,19,38,7,80.36,Not Returned,In-Store,562.52,18-25,East,Footwear,2021-01-01,2021
1085,2021-01-10 02:22:00,36,45,1,36.89,Not Returned,In-Store,36.89,56+,East,Footwear,2021-01-10,2021
10855,2021-01-11 06:15:00,24,18,5,45.69,Not Returned,In-Store,228.45,18-25,South,Footwear,2021-01-11,2021
10856,2021-01-11 01:20:00,9,20,4,48.32,Not Returned,Online,193.28,36-45,East,Clothing,2021-01-11,2021
10857,2021-01-05 10:11:00,91,24,2,95.07,Not Returned,Online,190.14,36-45,East,Accessories,2021-01-05,2021
10858,2021-01-11 09:27:00,87,24,5,37.02,Not Returned,Online,185.1,18-25,South,Accessories,2021-01-11,2021
10859,2021-01-04 04:00:00,19,5,3,94.58,Not Returned,In-Store,283.74,18-25,East,Clothing,2021-01-04,2021
10861,2021-01-04 06:45:00,56,7,7,87.78,Not Returned,In-Store,614.46,18-25,East,Footwear,2021-01-04,2021
10862,2021-01-01 19:54:00,20,47,7,81.16,Not Returned,Online,568.12,46-55,North,Footwear,2021-01-01,2021
10863,2021-01-02 02:48:00,63,44,6,24.86,Not Returned,In-Store,149.16,56+,East,Accessories,2021-01-02,2021
1086,2021-01-09 05:05:00,47,43,6,65.35,Not Returned,Online,392.1,26-35,East,Clothing,2021-01-09,2021
10864,2021-01-10 10:25:00,94,6,4,73.48,Not Returned,Online,293.92,36-45,West,Accessories,2021-01-10,2021
10867,2021-01-05 08:08:00,98,8,7,48.81,Not Returned,Online,341.67,26-35,East,Accessories,2021-01-05,2021
10868,2021-01-11 04:58:00,27,25,7,26.15,Not Returned,Online,183.05,36-45,North,Clothing,2021-01-11,2021
10869,2021-01-07 05:40:00,89,34,3,95.94,Not Returned,Online,287.82,46-55,North,Footwear,2021-01-07,2021
10870,2021-01-05 04:52:00,38,41,3,50.02,Not Returned,Online,150.06,56+,South,Accessories,2021-01-05,2021
10871,2021-01-04 02:20:00,33,15,1,95.62,Not Returned,Online,95.62,46-55,East,Footwear,2021-01-04,2021
10872,2021-01-04 01:17:00,56,38,4,49.39,Not Returned,Online,197.56,18-25,East,Footwear,2021-01-04,2021
1087,2021-01-05 02:10:00,59,27,4,93.95,Not Returned,In-Store,375.8,46-55,North,Footwear,2021-01-05,2021
10875,2021-01-07 10:52:00,17,48,3,53.77,Not Returned,In-Store,161.31,46-55,South,Footwear,2021-01-07,2021
10876,2021-01-03 00:02:00,14,31,1,98.53,Not Returned,In-Store,98.53,26-35,East,Clothing,2021-01-03,2021
10877,2021-01-10 02:51:00,40,30,1,41.23,Not Returned,In-Store,41.23,26-35,East,Clothing,2021-01-10,2021
10878,2021-01-11 03:36:00,74,7,5,69.16,Not Returned,In-Store,345.8,26-35,West,Footwear,2021-01-11,2021
10880,2021-01-02 21:45:00,32,17,4,87.84,Not Returned,Online,351.36,46-55,East,Accessories,2021-01-02,2021
10881,2021-01-06 19:32:00,95,32,4,64.17,Not Returned,Online,256.68,18-25,North,Clothing,2021-01-06,2021
10883,2021-01-08 18:21:00,85,18,2,88.44,Not Returned,Online,176.88,18-25,North,Footwear,2021-01-08,2021
1088,2021-01-07 11:31:00,29,4,1,29.65,Not Returned,Online,29.65,46-55,East,Clothing,2021-01-07,2021
10885,2021-01-08 04:18:00,74,11,4,67.53,Not Returned,In-Store,270.12,26-35,West,Clothing,2021-01-08,2021
10886,2021-01-03 17:17:00,51,21,2,34.75,Not Returned,Online,69.5,46-55,East,Clothing,2021-01-03,2021
10887,2021-01-02 20:08:00,82,7,2,27.26,Not Returned,Online,54.52,18-25,South,Footwear,2021-01-02,2021
10888,2021-01-08 13:53:00,63,31,2,28.89,Not Returned,Online,57.78,56+,East,Clothing,2021-01-08,2021
10889,2021-01-01 21:35:00,16,17,5,80.87,Not Returned,Online,404.35,26-35,West,Accessories,2021-01-01,2021
10890,2021-01-09 16:26:00,40,38,2,20.97,Not Returned,Online,41.94,26-35,East,Footwear,2021-01-09,2021
10891,2021-01-01 17:27:00,51,37,7,25.78,Not Returned,Online,180.46,46-55,East,Footwear,2021-01-01,2021
10892,2021-01-09 10:48:00,54,14,5,77.69,Not Returned,In-Store,388.45,56+,East,Clothing,2021-01-09,2021
10894,2021-01-10 05:48:00,16,18,1,25.9,Not Returned,In-Store,25.9,26-35,West,Footwear,2021-01-10,2021
10895,2021-01-07 20:31:00,58,45,3,87.41,Not Returned,Online,262.23,26-35,West,Footwear,2021-01-07,2021
10896,2021-01-09 19:48:00,17,20,3,65.51,Not Returned,In-Store,196.53,46-55,South,Clothing,2021-01-09,2021
10897,2021-01-11 01:27:00,17,25,4,91.23,Not Returned,Online,364.92,46-55,South,Clothing,2021-01-11,2021
10898,2021-01-11 06:43:00,11,15,6,71.95,Not Returned,In-Store,431.7,46-55,South,Footwear,2021-01-11,2021
10901,2021-01-06 01:03:00,69,26,5,56.2,Not Returned,Online,281.0,46-55,South,Footwear,2021-01-06,2021
10902,2021-01-09 10:55:00,16,27,1,94.93,Not Returned,In-Store,94.93,26-35,West,Footwear,2021-01-09,2021
1090,2021-01-01 09:29:00,27,37,3,31.67,Not Returned,Online,95.01,36-45,North,Footwear,2021-01-01,2021
10904,2021-01-02 04:27:00,90,48,5,84.96,Not Returned,Online,424.8,36-45,North,Footwear,2021-01-02,2021
10905,2021-01-03 23:07:00,32,9,2,76.46,Not Returned,Online,152.92,46-55,East,Footwear,2021-01-03,2021
10906,2021-01-09 08:51:00,82,37,2,81.19,Not Returned,Online,162.38,18-25,South,Footwear,2021-01-09,2021
10910,2021-01-10 16:55:00,70,6,2,87.72,Not Returned,Online,175.44,46-55,North,Accessories,2021-01-10,2021
10912,2021-01-05 14:32:00,35,47,6,81.11,Not Returned,Online,486.66,36-45,East,Footwear,2021-01-05,2021
1091,2021-01-08 20:22:00,53,31,5,24.21,Not Returned,In-Store,121.05,46-55,East,Clothing,2021-01-08,2021
10914,2021-01-03 06:47:00,20,13,7,60.23,Not Returned,Online,421.61,46-55,North,Footwear,2021-01-03,2021
10915,2021-01-06 12:03:00,86,35,6,30.83,Not Returned,In-Store,184.98,18-25,East,Footwear,2021-01-06,2021
10918,2021-01-07 14:48:00,7,7,3,35.78,Not Returned,In-Store,107.34,18-25,North,Footwear,2021-01-07,2021
10919,2021-01-07 02:16:00,29,24,4,97.19,Not Returned,Online,388.76,46-55,East,Accessories,2021-01-07,2021
10920,2021-01-10 07:46:00,95,25,7,53.89,Returned,Online,377.23,18-25,North,Clothing,2021-01-10,2021
10922,2021-01-03 13:32:00,58,7,1,35.73,Not Returned,In-Store,35.73,26-35,West,Footwear,2021-01-03,2021
10924,2021-01-04 08:47:00,54,20,4,65.84,Not Returned,Online,263.36,56+,East,Clothing,2021-01-04,2021
1092,2021-01-02 05:13:00,21,44,1,34.01,Not Returned,Online,34.01,26-35,East,Accessories,2021-01-02,2021
10926,2021-01-09 20:40:00,41,1,1,21.79,Returned,Online,21.79,46-55,East,Accessories,2021-01-09,2021
10927,2021-01-01 22:13:00,42,20,5,36.76,Not Returned,Online,183.8,18-25,East,Clothing,2021-01-01,2021
10928,2021-01-04 14:56:00,8,20,4,85.69,Not Returned,In-Store,342.76,56+,West,Clothing,2021-01-04,2021
10929,2021-01-01 12:28:00,58,45,5,77.99,Not Returned,In-Store,389.95,26-35,West,Footwear,2021-01-01,2021
10930,2021-01-07 21:38:00,23,34,3,48.73,Not Returned,Online,146.19,46-55,East,Footwear,2021-01-07,2021
10931,2021-01-04 18:23:00,6,27,6,91.01,Not Returned,Online,546.06,26-35,South,Footwear,2021-01-04,2021
1093,2021-01-08 08:49:00,96,13,7,30.68,Not Returned,In-Store,214.76,36-45,North,Footwear,2021-01-08,2021
10932,2021-01-09 22:05:00,38,22,5,23.63,Not Returned,In-Store,118.15,56+,South,Clothing,2021-01-09,2021
10933,2021-01-05 14:08:00,5,8,2,92.4,Not Returned,In-Store,184.8,56+,West,Accessories,2021-01-05,2021
10935,2021-01-03 01:02:00,66,50,1,63.71,Not Returned,In-Store,63.71,46-55,South,Accessories,2021-01-03,2021
10936,2021-01-04 16:01:00,45,35,6,72.54,Not Returned,Online,435.24,26-35,North,Footwear,2021-01-04,2021
10937,2021-01-03 13:44:00,69,31,7,87.27,Not Returned,Online,610.89,46-55,South,Clothing,2021-01-03,2021
10938,2021-01-05 17:32:00,20,43,7,72.02,Not Returned,In-Store,504.14,46-55,North,Clothing,2021-01-05,2021
10940,2021-01-02 23:21:00,46,16,7,74.76,Not Returned,In-Store,523.32,18-25,West,Footwear,2021-01-02,2021
10941,2021-01-02 00:44:00,30,5,4,89.99,Not Returned,Online,359.96,46-55,East,Clothing,2021-01-02,2021
10942,2021-01-10 17:14:00,72,44,5,93.13,Not Returned,In-Store,465.65,56+,South,Accessories,2021-01-10,2021
10943,2021-01-10 20:19:00,97,25,6,21.0,Not Returned,In-Store,126.0,56+,East,Clothing,2021-01-10,2021
10944,2021-01-02 21:52:00,4,20,4,67.48,Not Returned,Online,269.92,56+,West,Clothing,2021-01-02,2021
1094,2021-01-01 16:58:00,100,48,1,68.35,Not Returned,Online,68.35,18-25,West,Footwear,2021-01-01,2021
10946,2021-01-05 16:20:00,44,1,2,33.3,Not Returned,In-Store,66.6,26-35,East,Accessories,2021-01-05,2021
10947,2021-01-09 18:52:00,53,5,3,68.74,Not Returned,In-Store,206.22,46-55,East,Clothing,2021-01-09,2021
10948,2021-01-01 11:09:00,4,16,6,27.35,Not Returned,Online,164.1,56+,West,Footwear,2021-01-01,2021
10949,2021-01-08 22:09:00,26,9,4,66.83,Not Returned,In-Store,267.32,36-45,East,Footwear,2021-01-08,2021
10950,2021-01-09 02:23:00,3,41,6,85.02,Not Returned,Online,510.12,36-45,North,Accessories,2021-01-09,2021
10952,2021-01-09 00:14:00,94,9,4,96.86,Not Returned,Online,387.44,36-45,West,Footwear,2021-01-09,2021
1095,2021-01-05 16:56:00,44,36,5,88.39,Not Returned,In-Store,441.95,26-35,East,Clothing,2021-01-05,2021
10954,2021-01-07 17:34:00,32,37,3,86.44,Not Returned,Online,259.32,46-55,East,Footwear,2021-01-07,2021
10955,2021-01-03 12:05:00,93,37,7,54.45,Not Returned,In-Store,381.15,36-45,North,Footwear,2021-01-03,2021
10957,2021-01-07 15:33:00,30,30,7,39.83,Not Returned,Online,278.81,46-55,East,Clothing,2021-01-07,2021
10958,2021-01-01 12:02:00,40,48,7,64.18,Not Returned,Online,449.26,26-35,East,Footwear,2021-01-01,2021
10959,2021-01-03 09:07:00,55,36,7,28.49,Not Returned,Online,199.43,36-45,East,Clothing,2021-01-03,2021
10960,2021-01-09 12:06:00,85,31,5,72.76,Not Returned,Online,363.8,18-25,North,Clothing,2021-01-09,2021
10961,2021-01-08 17:28:00,58,40,1,69.01,Not Returned,In-Store,69.01,26-35,West,Accessories,2021-01-08,2021
10962,2021-01-09 08:19:00,100,9,7,42.06,Not Returned,Online,294.42,18-25,West,Footwear,2021-01-09,2021
10963,2021-01-06 23:03:00,76,38,1,59.73,Not Returned,Online,59.73,26-35,West,Footwear,2021-01-06,2021
10964,2021-01-05 04:56:00,25,7,4,64.3,Not Returned,In-Store,257.2,18-25,East,Footwear,2021-01-05,2021
1096,2021-01-09 09:34:00,55,5,1,55.13,Not Returned,In-Store,55.13,36-45,East,Clothing,2021-01-09,2021
10965,2021-01-10 20:00:00,2,12,1,40.86,Not Returned,In-Store,40.86,56+,East,Clothing,2021-01-10,2021
10966,2021-01-10 22:22:00,47,37,7,38.87,Not Returned,Online,272.09,26-35,East,Footwear,2021-01-10,2021
10967,2021-01-04 14:00:00,59,35,2,72.78,Not Returned,In-Store,145.56,46-55,North,Footwear,2021-01-04,2021
10968,2021-01-05 02:32:00,1,25,5,76.88,Not Returned,Online,384.4,46-55,West,Clothing,2021-01-05,2021
10969,2021-01-04 12:23:00,98,45,3,69.24,Not Returned,In-Store,207.72,26-35,East,Footwear,2021-01-04,2021
10970,2021-01-05 01:15:00,16,16,1,69.71,Not Returned,In-Store,69.71,26-35,West,Footwear,2021-01-05,2021
10971,2021-01-04 23:54:00,60,28,3,34.8,Not Returned,In-Store,104.4,26-35,West,Footwear,2021-01-04,2021
10972,2021-01-08 15:53:00,70,23,3,54.86,Not Returned,In-Store,164.58,46-55,North,Clothing,2021-01-08,2021
10973,2021-01-10 01:12:00,58,28,1,58.35,Not Returned,Online,58.35,26-35,West,Footwear,2021-01-10,2021
10974,2021-01-03 02:11:00,50,36,7,99.59,Not Returned,Online,697.13,46-55,South,Clothing,2021-01-03,2021
10975,2021-01-08 21:28:00,45,22,1,91.58,Returned,Online,91.58,26-35,North,Clothing,2021-01-08,2021
10976,2021-01-06 05:22:00,83,15,5,57.04,Not Returned,Online,285.2,56+,East,Footwear,2021-01-06,2021
10977,2021-01-10 15:12:00,81,50,2,70.92,Not Returned,Online,141.84,56+,West,Accessories,2021-01-10,2021
10978,2021-01-11 08:43:00,85,14,2,30.16,Not Returned,Online,60.32,18-25,North,Clothing,2021-01-11,2021
10979,2021-01-02 20:19:00,5,18,5,91.49,Not Returned,Online,457.45,56+,West,Footwear,2021-01-02,2021
10980,2021-01-01 20:58:00,46,3,4,83.83,Returned,In-Store,335.32,18-25,West,Footwear,2021-01-01,2021
10981,2021-01-01 13:33:00,96,45,7,98.51,Not Returned,Online,689.57,36-45,North,Footwear,2021-01-01,2021
10982,2021-01-04 19:48:00,82,3,3,37.73,Not Returned,In-Store,113.19,18-25,South,Footwear,2021-01-04,2021
1098,2021-01-01 15:28:00,85,31,1,33.69,Not Returned,Online,33.69,18-25,North,Clothing,2021-01-01,2021
10983,2021-01-02 03:49:00,83,48,5,44.93,Not Returned,In-Store,224.65,56+,East,Footwear,2021-01-02,2021
10985,2021-01-06 23:22:00,60,22,2,41.88,Not Returned,In-Store,83.76,26-35,West,Clothing,2021-01-06,2021
10986,2021-01-02 20:13:00,100,26,4,66.2,Not Returned,Online,264.8,18-25,West,Footwear,2021-01-02,2021
10987,2021-01-10 17:32:00,41,18,2,97.58,Not Returned,Online,195.16,46-55,East,Footwear,2021-01-10,2021
10988,2021-01-05 23:58:00,34,5,4,69.39,Not Returned,Online,277.56,18-25,North,Clothing,2021-01-05,2021
10989,2021-01-07 21:04:00,25,40,3,34.11,Not Returned,In-Store,102.33,18-25,East,Accessories,2021-01-07,2021
10990,2021-01-09 10:12:00,32,6,4,50.47,Not Returned,Online,201.88,46-55,East,Accessories,2021-01-09,2021
10992,2021-01-11 05:49:00,2,1,5,80.63,Not Returned,In-Store,403.15,56+,East,Accessories,2021-01-11,2021
10993,2021-01-10 06:52:00,55,26,4,65.54,Returned,Online,262.16,36-45,East,Footwear,2021-01-10,2021
1099,2021-01-08 15:57:00,36,35,2,83.51,Not Returned,Online,167.02,56+,East,Footwear,2021-01-08,2021
10994,2021-01-03 03:04:00,66,10,7,45.74,Not Returned,Online,320.18,46-55,South,Footwear,2021-01-03,2021
10995,2021-01-05 18:39:00,91,23,3,73.58,Not Returned,Online,220.74,36-45,East,Clothing,2021-01-05,2021
10997,2021-01-04 17:02:00,23,16,3,55.91,Not Returned,In-Store,167.73,46-55,East,Footwear,2021-01-04,2021
10998,2021-01-05 17:44:00,41,45,5,30.8,Not Returned,Online,154.0,46-55,East,Footwear,2021-01-05,2021
10999,2021-01-02 18:09:00,6,28,2,32.36,Not Returned,Online,64.72,26-35,South,Footwear,2021-01-02,2021
11000,2021-01-04 19:25:00,91,10,2,91.72,Not Returned,In-Store,183.44,36-45,East,Footwear,2021-01-04,2021
11001,2021-01-07 05:55:00,54,33,1,89.46,Not Returned,Online,89.46,56+,East,Accessories,2021-01-07,2021
11002,2021-01-03 10:40:00,95,23,1,62.2,Not Returned,Online,62.2,18-25,North,Clothing,2021-01-03,2021
11003,2021-01-03 01:36:00,89,43,7,85.42,Not Returned,Online,597.94,46-55,North,Clothing,2021-01-03,2021
11004,2021-01-08 13:44:00,13,2,6,53.48,Not Returned,In-Store,320.88,56+,North,Clothing,2021-01-08,2021
1100,2021-01-05 01:39:00,4,44,4,33.78,Not Returned,Online,135.12,56+,West,Accessories,2021-01-05,2021
11005,2021-01-09 06:19:00,64,24,3,76.32,Not Returned,In-Store,228.96,26-35,South,Accessories,2021-01-09,2021
11006,2021-01-05 05:44:00,71,15,3,59.66,Not Returned,Online,178.98,18-25,North,Footwear,2021-01-05,2021
11007,2021-01-04 23:16:00,13,48,6,99.47,Not Returned,Online,596.82,56+,North,Footwear,2021-01-04,2021
11008,2021-01-01 15:14:00,26,2,7,40.83,Not Returned,Online,285.81,36-45,East,Clothing,2021-01-01,2021
11010,2021-01-06 21:21:00,100,18,4,31.56,Not Returned,In-Store,126.24,18-25,West,Footwear,2021-01-06,2021
11011,2021-01-09 04:24:00,9,5,5,72.82,Not Returned,In-Store,364.1,36-45,East,Clothing,2021-01-09,2021
11012,2021-01-06 21:31:00,22,45,5,81.84,Not Returned,In-Store,409.2,56+,North,Footwear,2021-01-06,2021
11013,2021-01-03 01:43:00,77,15,4,70.35,Not Returned,In-Store,281.4,18-25,West,Footwear,2021-01-03,2021
11014,2021-01-02 12:56:00,63,24,6,29.26,Not Returned,Online,175.56,56+,East,Accessories,2021-01-02,2021
1101,2021-01-06 22:48:00,91,48,4,61.74,Not Returned,Online,246.96,36-45,East,Footwear,2021-01-06,2021
11016,2021-01-09 18:52:00,46,31,6,31.91,Returned,In-Store,191.46,18-25,West,Clothing,2021-01-09,2021
11017,2021-01-03 09:42:00,100,47,5,72.64,Not Returned,In-Store,363.2,18-25,West,Footwear,2021-01-03,2021
11018,2021-01-11 00:20:00,40,28,7,84.31,Not Returned,Online,590.17,26-35,East,Footwear,2021-01-11,2021
11019,2021-01-09 11:33:00,5,3,7,66.95,Returned,Online,468.65,56+,West,Footwear,2021-01-09,2021
11020,2021-01-03 17:08:00,23,27,1,30.19,Not Returned,Online,30.19,46-55,East,Footwear,2021-01-03,2021
11021,2021-01-09 03:16:00,32,32,2,75.38,Not Returned,In-Store,150.76,46-55,East,Clothing,2021-01-09,2021
1102,2021-01-10 08:53:00,79,18,4,74.03,Not Returned,Online,296.12,46-55,South,Footwear,2021-01-10,2021
11022,2021-01-01 14:25:00,45,12,1,83.45,Not Returned,Online,83.45,26-35,North,Clothing,2021-01-01,2021
11023,2021-01-04 08:57:00,98,40,3,85.64,Not Returned,In-Store,256.92,26-35,East,Accessories,2021-01-04,2021
11024,2021-01-10 05:20:00,93,1,5,34.28,Not Returned,In-Store,171.4,36-45,North,Accessories,2021-01-10,2021
11025,2021-01-03 15:10:00,53,15,5,51.51,Not Returned,Online,257.55,46-55,East,Footwear,2021-01-03,2021
11026,2021-01-11 05:52:00,64,15,2,46.14,Not Returned,Online,92.28,26-35,South,Footwear,2021-01-11,2021
11027,2021-01-10 17:22:00,2,23,4,39.69,Not Returned,Online,158.76,56+,East,Clothing,2021-01-10,2021
11029,2021-01-06 23:41:00,45,6,6,78.59,Not Returned,Online,471.54,26-35,North,Accessories,2021-01-06,2021
11030,2021-01-08 02:20:00,92,13,4,91.86,Not Returned,Online,367.44,18-25,South,Footwear,2021-01-08,2021
11031,2021-01-11 09:05:00,18,36,3,52.81,Not Returned,In-Store,158.43,56+,East,Clothing,2021-01-11,2021
1103,2021-01-05 05:14:00,43,15,3,78.28,Returned,Online,234.84,46-55,West,Footwear,2021-01-05,2021
11032,2021-01-03 04:57:00,90,21,6,95.38,Not Returned,Online,572.28,36-45,North,Clothing,2021-01-03,2021
11033,2021-01-06 01:35:00,42,34,6,90.08,Not Returned,In-Store,540.48,18-25,East,Footwear,2021-01-06,2021
